date,total_rides,member_rides,casual_rides,electric_rides,classic_rides,rush_hour_rides,avg_duration,median_duration,unique_stations,pct_member,pct_casual,pct_electric,pct_rush_hour,day_of_week,day_name,month,year,is_weekend,season,AWND,PRCP,SNOW,TMAX,TMIN,TAVG,is_rainy,is_snowy,is_bad_weather
2026-01-15,91356,84135,7221,66629,24727,32335,9.52,7.29,2143,92.1,7.9,72.93,35.39,3,Thursday,1,2026,0,Winter,3.9,0.0,0.0,8.3,-4.4,1.9500000000000002,0.0,0.0,0.0
2026-01-16,77080,70599,6481,57290,19790,23809,9.08,6.94,2125,91.59,8.41,74.33,30.89,4,Friday,1,2026,0,Winter,3.8,0.0,0.0,1.1,-5.6,-2.25,0.0,0.0,0.0
2026-01-17,44063,38981,5082,32572,11491,0,9.79,7.36,2033,88.47,11.53,73.92,0.0,5,Saturday,1,2026,1,Winter,1.9,4.3,25.0,3.9,-0.6,1.65,1.0,1.0,1.0
2026-01-18,31123,27893,3230,23101,8022,0,9.36,6.99,1973,89.62,10.38,74.22,0.0,6,Sunday,1,2026,1,Winter,1.8,7.1,25.0,2.2,-1.1,0.55,1.0,1.0,1.0
2026-01-19,50936,46661,4275,37460,13476,11635,9.39,7.05,2062,91.61,8.39,73.54,22.84,0,Monday,1,2026,0,Winter,3.3,0.0,0.0,0.0,-5.6,-2.8,0.0,0.0,0.0
2026-01-20,59614,56321,3293,43144,16470,21861,8.67,6.71,2090,94.48,5.52,72.37,36.67,1,Tuesday,1,2026,0,Winter,3.9,0.0,0.0,-3.3,-8.9,-6.1,0.0,0.0,0.0
2026-01-21,73429,68842,4587,53468,19961,25640,9.13,7.03,2125,93.75,6.25,72.82,34.92,2,Wednesday,1,2026,0,Winter,2.1,0.0,0.0,4.4,-8.3,-1.9500000000000002,0.0,0.0,0.0
2026-01-22,96576,88933,7643,70120,26456,32978,9.93,7.57,2160,92.09,7.91,72.61,34.15,3,Thursday,1,2026,0,Winter,2.4,0.0,0.0,8.3,2.8,5.550000000000001,0.0,0.0,0.0
2026-01-23,81355,75119,6236,60478,20877,25488,9.06,6.9,2148,92.33,7.67,74.34,31.33,4,Friday,1,2026,0,Winter,4.1,0.0,0.0,3.3,-10.0,-3.35,0.0,0.0,0.0
2026-01-24,41880,38690,3190,30710,11170,0,8.17,6.21,2027,92.38,7.62,73.33,0.0,5,Saturday,1,2026,1,Winter,3.4,0.0,0.0,-8.3,-12.8,-10.55,0.0,0.0,0.0
2026-01-25,3039,2734,305,2349,690,0,8.77,6.19,1141,89.96,10.04,77.3,0.0,6,Sunday,1,2026,1,Winter,4.4,45.7,290.0,-5.6,-12.2,-8.899999999999999,1.0,1.0,1.0
2026-01-26,5782,5480,302,4177,1605,1642,12.91,10.26,1319,94.78,5.22,72.24,28.4,0,Monday,1,2026,0,Winter,2.8,0.5,0.0,-2.8,-8.3,-5.550000000000001,0.0,0.0,0.0
2026-01-27,15282,14368,914,11124,4158,5210,13.35,10.62,1624,94.02,5.98,72.79,34.09,1,Tuesday,1,2026,0,Winter,3.8,0.0,0.0,-5.6,-9.4,-7.5,0.0,0.0,0.0
2026-01-28,19782,18658,1124,14074,5708,6562,12.61,10.0,1696,94.32,5.68,71.15,33.17,2,Wednesday,1,2026,0,Winter,2.9,0.0,0.0,-5.0,-10.0,-7.5,0.0,0.0,0.0
2026-01-29,21624,20280,1344,15028,6596,7139,12.21,9.61,1723,93.78,6.22,69.5,33.01,3,Thursday,1,2026,0,Winter,3.0,0.0,0.0,-5.0,-11.7,-8.35,0.0,0.0,0.0
2026-01-30,19607,18359,1248,13278,6329,5843,11.57,9.11,1689,93.63,6.37,67.72,29.8,4,Friday,1,2026,0,Winter,3.7,0.0,0.0,-7.8,-12.8,-10.3,0.0,0.0,0.0
2026-01-31,17874,16422,1452,11971,5903,0,11.5,8.83,1641,91.88,8.12,66.97,0.0,5,Saturday,1,2026,1,Winter,2.5,0.0,0.0,-4.4,-12.2,-8.3,0.0,0.0,0.0
2026-02-01,15481,14455,1026,10541,4940,0,10.73,8.24,1548,93.37,6.63,68.09,0.0,6,Sunday,2,2026,1,Winter,4.5,0.0,0.0,-4.4,-12.2,-8.3,0.0,0.0,0.0
2026-02-02,30269,28557,1712,20585,9684,10400,11.2,8.77,1816,94.34,5.66,68.01,34.36,0,Monday,2,2026,0,Winter,3.7,0.0,0.0,1.7,-10.0,-4.15,0.0,0.0,0.0
2026-02-03,39267,36894,2373,27454,11813,13874,10.96,8.65,1870,93.96,6.04,69.92,35.33,1,Tuesday,2,2026,0,Winter,2.1,0.0,0.0,0.6,-5.0,-2.2,0.0,0.0,0.0
2026-02-04,44175,41447,2728,31061,13114,15644,10.74,8.5,1902,93.82,6.18,70.31,35.41,2,Wednesday,2,2026,0,Winter,2.0,0.0,0.0,0.6,-3.3,-1.3499999999999999,0.0,0.0,0.0
2026-02-05,45001,42067,2934,32110,12891,15525,10.7,8.37,1925,93.48,6.52,71.35,34.5,3,Thursday,2,2026,0,Winter,1.5,0.0,0.0,0.0,-6.7,-3.35,0.0,0.0,0.0
2026-02-06,44725,41472,3253,32028,12697,13875,10.33,8.07,1934,92.73,7.27,71.61,31.02,4,Friday,2,2026,0,Winter,2.4,0.5,3.0,0.6,-5.0,-2.2,0.0,1.0,1.0
2026-02-07,18564,17258,1306,13544,5020,0,9.11,7.02,1697,92.96,7.04,72.96,0.0,5,Saturday,2,2026,1,Winter,6.6,0.0,0.0,-2.8,-14.4,-8.6,0.0,0.0,0.0
2026-02-08,17604,16405,1199,12935,4669,0,8.99,6.93,1682,93.19,6.81,73.48,0.0,6,Sunday,2,2026,1,Winter,5.6,0.0,0.0,-7.8,-16.1,-11.950000000000001,0.0,0.0,0.0
2026-02-09,37217,35118,2099,26717,10500,12958,9.89,7.66,1923,94.36,5.64,71.79,34.82,0,Monday,2,2026,0,Winter,2.6,0.0,0.0,-0.6,-12.2,-6.3999999999999995,0.0,0.0,0.0
2026-02-10,51101,48093,3008,37145,13956,18235,10.26,8.02,1969,94.11,5.89,72.69,35.68,1,Tuesday,2,2026,0,Winter,1.3,0.0,0.0,2.8,-4.4,-0.8000000000000003,0.0,0.0,0.0
2026-02-11,58053,54331,3722,42387,15666,20587,10.45,8.14,2027,93.59,6.41,73.01,35.46,2,Wednesday,2,2026,0,Winter,3.2,1.5,0.0,5.0,0.6,2.8,1.0,0.0,1.0
2026-02-12,57714,53884,3830,42510,15204,19970,10.02,7.86,2052,93.36,6.64,73.66,34.6,3,Thursday,2,2026,0,Winter,4.9,0.0,0.0,2.2,-2.8,-0.2999999999999998,0.0,0.0,0.0
2026-02-13,59385,54387,4998,44126,15259,17900,10.19,7.88,2074,91.58,8.42,74.3,30.14,4,Friday,2,2026,0,Winter,2.3,0.0,0.0,3.3,-5.6,-1.15,0.0,0.0,0.0
2026-02-14,49395,42779,6616,36622,12773,0,11.49,8.5,2078,86.61,13.39,74.14,0.0,5,Saturday,2,2026,1,Winter,1.7,0.0,0.0,7.8,-1.7,3.05,0.0,0.0,0.0
2026-02-15,42505,37352,5153,31063,11442,0,10.72,7.97,2044,87.88,12.12,73.08,0.0,6,Sunday,2,2026,1,Winter,2.1,0.5,10.0,4.4,0.0,2.2,0.0,1.0,1.0
2026-02-16,44046,40061,3985,31886,12160,10509,10.02,7.53,2047,90.95,9.05,72.39,23.86,0,Monday,2,2026,0,Winter,3.1,1.0,18.0,3.9,-1.7,1.1,0.0,1.0,1.0
2026-02-17,63484,58556,4928,46106,17378,21629,10.39,7.83,2099,92.24,7.76,72.63,34.07,1,Tuesday,2,2026,0,Winter,1.8,0.0,0.0,8.3,1.7,5.0,0.0,0.0,0.0
2026-02-18,53418,49509,3909,39572,13846,17768,9.54,7.28,2082,92.68,7.32,74.08,33.26,2,Wednesday,2,2026,0,Winter,1.6,2.5,0.0,5.0,2.8,3.9,1.0,0.0,1.0
2026-02-19,71536,65689,5847,52626,18910,23601,9.9,7.52,2099,91.83,8.17,73.57,32.99,3,Thursday,2,2026,0,Winter,3.0,0.0,0.0,5.6,2.2,3.9,0.0,0.0,0.0
2026-02-20,37803,34618,3185,28545,9258,10183,8.93,6.79,2007,91.57,8.43,75.51,26.94,4,Friday,2,2026,0,Winter,4.2,9.7,0.0,2.8,1.1,1.95,1.0,0.0,1.0
2026-02-21,75862,64896,10966,55914,19948,0,11.17,8.27,2121,85.54,14.46,73.7,0.0,5,Saturday,2,2026,1,Winter,2.0,0.0,0.0,7.8,2.2,5.0,0.0,0.0,0.0
2026-02-22,18878,16939,1939,13922,4956,0,8.86,6.47,1828,89.73,10.27,73.75,0.0,6,Sunday,2,2026,1,Winter,5.1,21.1,224.0,3.9,-1.1,1.4,1.0,1.0,1.0
2026-02-24,12653,11751,902,8899,3754,3946,12.54,9.76,1621,92.87,7.13,70.33,31.19,1,Tuesday,2,2026,0,Winter,3.2,0.0,0.0,-0.6,-5.0,-2.8,0.0,0.0,0.0
2026-02-25,28101,25760,2341,20163,7938,8333,11.29,8.72,1883,91.67,8.33,71.75,29.65,2,Wednesday,2,2026,0,Winter,2.6,2.3,36.0,6.7,-3.3,1.7000000000000002,1.0,1.0,1.0
2026-02-26,53577,49328,4249,38867,14710,17217,10.66,8.19,2067,92.07,7.93,72.54,32.14,3,Thursday,2,2026,0,Winter,1.7,0.0,0.0,9.4,1.7,5.55,0.0,0.0,0.0
2026-02-27,65822,59063,6759,48397,17425,19305,10.74,8.18,2106,89.73,10.27,73.53,29.33,4,Friday,2,2026,0,Winter,,0.0,0.0,6.7,-1.7,2.5,0.0,0.0,0.0
2026-02-28,73871,61863,12008,54243,19628,0,12.53,9.32,2113,83.74,16.26,73.43,0.0,5,Saturday,2,2026,1,Winter,,0.0,0.0,12.2,0.6,6.3999999999999995,0.0,0.0,0.0
